Ticker,Date,Current_Value,Previous_Value,Previous_Date,Difference_Num,Difference_Pct,Check_Type,Threshold_Applied,Direction
DJIA,2018-03-29,24103.11,23848.42,2018-03-28,254.69,0.0107,DoD,0.01,up
DJIA,2018-04-02,23644.19,24103.11,2018-03-29,-458.92,-0.019,DoD,0.01,down
DJIA,2018-04-03,24033.36,23644.19,2018-04-02,389.17,0.0165,DoD,0.01,up
DJIA,2018-04-06,23932.76,24505.22,2018-04-05,-572.46,-0.0234,DoD,0.01,down
DJIA,2018-04-10,24408.0,23979.1,2018-04-09,428.9,0.0179,DoD,0.01,up
DJIA,2018-04-12,24483.05,24189.45,2018-04-11,293.6,0.0121,DoD,0.01,up
DJIA,2018-04-24,24024.13,24448.69,2018-04-23,-424.56,-0.0174,DoD,0.01,down
DJIA,2018-05-04,24262.51,23930.15,2018-05-03,332.36,0.0139,DoD,0.01,up
DJIA,2018-05-21,25013.29,24715.09,2018-05-18,298.2,0.0121,DoD,0.01,up
DJIA,2018-05-29,24361.45,24753.09,2018-05-25,-391.64,-0.0158,DoD,0.01,down
DJIA,2018-05-30,24667.78,24361.45,2018-05-29,306.33,0.0126,DoD,0.01,up
DJIA,2018-05-31,24415.84,24667.78,2018-05-30,-251.94,-0.0102,DoD,0.01,down
DJIA,2018-06-06,25146.39,24799.98,2018-06-05,346.41,0.014,DoD,0.01,up
DJIA,2018-06-19,24700.21,24987.47,2018-06-18,-287.26,-0.0115,DoD,0.01,down
DJIA,2018-06-25,24252.8,24580.89,2018-06-22,-328.09,-0.0133,DoD,0.01,down
DJIA,2018-07-09,24776.59,24456.48,2018-07-06,320.11,0.0131,DoD,0.01,up
DJIA,2018-08-16,25558.73,25162.41,2018-08-15,396.32,0.0158,DoD,0.01,up
DJIA,2018-08-27,26049.64,25790.35,2018-08-24,259.29,0.0101,DoD,0.01,up
DJIA,2018-10-10,25598.74,26430.57,2018-10-09,-831.83,-0.0315,DoD,0.01,down
DJIA,2018-10-11,25052.83,25598.74,2018-10-10,-545.91,-0.0213,DoD,0.01,down
DJIA,2018-10-11,25052.83,26627.48,2018-10-04,-1574.65,-0.0591,WoW,0.05,down
DJIA,2018-10-12,25339.99,25052.83,2018-10-11,287.16,0.0115,DoD,0.01,up
DJIA,2018-10-16,25798.42,25250.55,2018-10-15,547.87,0.0217,DoD,0.01,up
DJIA,2018-10-18,25379.45,25706.68,2018-10-17,-327.23,-0.0127,DoD,0.01,down
DJIA,2018-10-24,24583.42,25191.43,2018-10-23,-608.01,-0.0241,DoD,0.01,down
DJIA,2018-10-25,24984.55,24583.42,2018-10-24,401.13,0.0163,DoD,0.01,up
DJIA,2018-10-26,24688.31,24984.55,2018-10-25,-296.24,-0.0119,DoD,0.01,down
DJIA,2018-10-30,24874.64,24442.92,2018-10-29,431.72,0.0177,DoD,0.01,up
DJIA,2018-11-01,25380.74,25115.76,2018-10-31,264.98,0.0106,DoD,0.01,up
DJIA,2018-11-07,26180.3,25635.01,2018-11-06,545.29,0.0213,DoD,0.01,up
DJIA,2018-11-12,25387.18,25989.3,2018-11-09,-602.12,-0.0232,DoD,0.01,down
DJIA,2018-11-19,25017.44,25413.22,2018-11-16,-395.78,-0.0156,DoD,0.01,down
DJIA,2018-11-20,24465.64,25017.44,2018-11-19,-551.8,-0.0221,DoD,0.01,down
DJIA,2018-11-26,24640.24,24285.95,2018-11-23,354.29,0.0146,DoD,0.01,up
DJIA,2018-11-28,25366.43,24748.73,2018-11-27,617.7,0.025,DoD,0.01,up
DJIA,2018-11-30,25538.46,24285.95,2018-11-23,1252.51,0.0516,WoW,0.05,up
DJIA,2018-12-03,25826.43,25538.46,2018-11-30,287.97,0.0113,DoD,0.01,up
DJIA,2018-12-04,25027.07,25826.43,2018-12-03,-799.36,-0.031,DoD,0.01,down
DJIA,2018-12-07,24388.95,24947.67,2018-12-06,-558.72,-0.0224,DoD,0.01,down
DJIA,2018-12-11,24370.24,25826.43,2018-12-03,-1456.19,-0.0564,WoW,0.05,down
DJIA,2018-12-14,24100.51,24597.38,2018-12-13,-496.87,-0.0202,DoD,0.01,down
DJIA,2018-12-17,23592.98,24100.51,2018-12-14,-507.53,-0.0211,DoD,0.01,down
DJIA,2018-12-19,23323.66,23675.64,2018-12-18,-351.98,-0.0149,DoD,0.01,down
DJIA,2018-12-20,22859.6,23323.66,2018-12-19,-464.06,-0.0199,DoD,0.01,down
DJIA,2018-12-20,22859.6,24597.38,2018-12-13,-1737.78,-0.0706,WoW,0.05,down
DJIA,2018-12-21,22445.37,22859.6,2018-12-20,-414.23,-0.0181,DoD,0.01,down
DJIA,2018-12-21,22445.37,24100.51,2018-12-14,-1655.14,-0.0687,WoW,0.05,down
DJIA,2018-12-24,21792.2,22445.37,2018-12-21,-653.17,-0.0291,DoD,0.01,down
DJIA,2018-12-24,21792.2,23592.98,2018-12-17,-1800.78,-0.0763,WoW,0.05,down
DJIA,2018-12-26,22878.45,21792.2,2018-12-24,1086.25,0.0498,DoD,0.01,up
DJIA,2018-12-27,23138.82,22878.45,2018-12-26,260.37,0.0114,DoD,0.01,up
DJIA,2018-12-31,23327.46,23062.4,2018-12-28,265.06,0.0115,DoD,0.01,up
DJIA,2019-01-02,23346.24,21792.2,2018-12-24,1554.04,0.0713,WoW,0.05,up
DJIA,2019-01-03,22686.22,23346.24,2019-01-02,-660.02,-0.0283,DoD,0.01,down
DJIA,2019-01-04,23433.16,22686.22,2019-01-03,746.94,0.0329,DoD,0.01,up
DJIA,2019-01-08,23787.45,23531.35,2019-01-07,256.1,0.0109,DoD,0.01,up
DJIA,2019-01-10,24001.92,22686.22,2019-01-03,1315.7,0.058,WoW,0.05,up
DJIA,2019-01-18,24706.35,24370.1,2019-01-17,336.25,0.0138,DoD,0.01,up
DJIA,2019-01-22,24404.48,24706.35,2019-01-18,-301.87,-0.0122,DoD,0.01,down
DJIA,2019-01-30,25014.86,24579.96,2019-01-29,434.9,0.0177,DoD,0.01,up
DJIA,2019-02-12,25425.76,25053.11,2019-02-11,372.65,0.0149,DoD,0.01,up
DJIA,2019-02-15,25883.25,25439.39,2019-02-14,443.86,0.0174,DoD,0.01,up
DJIA,2019-03-22,25502.32,25962.51,2019-03-21,-460.19,-0.0177,DoD,0.01,down
DJIA,2019-04-01,26258.42,25928.68,2019-03-29,329.74,0.0127,DoD,0.01,up
DJIA,2019-04-12,26412.3,26143.05,2019-04-11,269.25,0.0103,DoD,0.01,up
DJIA,2019-05-07,25965.09,26438.48,2019-05-06,-473.39,-0.0179,DoD,0.01,down
DJIA,2019-05-13,25324.99,25942.37,2019-05-10,-617.38,-0.0238,DoD,0.01,down
DJIA,2019-05-23,25490.47,25776.61,2019-05-22,-286.14,-0.0111,DoD,0.01,down
DJIA,2019-05-31,24815.04,25169.88,2019-05-30,-354.84,-0.0141,DoD,0.01,down
DJIA,2019-06-04,25332.18,24819.78,2019-06-03,512.4,0.0206,DoD,0.01,up
DJIA,2019-06-07,25983.94,25720.66,2019-06-06,263.28,0.0102,DoD,0.01,up
DJIA,2019-06-10,26062.68,24819.78,2019-06-03,1242.9,0.0501,WoW,0.05,up
DJIA,2019-06-18,26465.54,26112.53,2019-06-17,353.01,0.0135,DoD,0.01,up
DJIA,2019-07-31,26864.27,27198.02,2019-07-30,-333.75,-0.0123,DoD,0.01,down
DJIA,2019-08-01,26583.42,26864.27,2019-07-31,-280.85,-0.0105,DoD,0.01,down
DJIA,2019-08-05,25717.74,26485.01,2019-08-02,-767.27,-0.029,DoD,0.01,down
DJIA,2019-08-05,25717.74,27221.35,2019-07-29,-1503.61,-0.0552,WoW,0.05,down
DJIA,2019-08-06,26029.52,25717.74,2019-08-05,311.78,0.0121,DoD,0.01,up
DJIA,2019-08-08,26378.19,26007.07,2019-08-07,371.12,0.0143,DoD,0.01,up
DJIA,2019-08-12,25907.37,26287.44,2019-08-09,-380.07,-0.0145,DoD,0.01,down
DJIA,2019-08-13,26279.91,25907.37,2019-08-12,372.54,0.0144,DoD,0.01,up
DJIA,2019-08-14,25479.42,26279.91,2019-08-13,-800.49,-0.0305,DoD,0.01,down
DJIA,2019-08-16,25886.01,25579.39,2019-08-15,306.62,0.012,DoD,0.01,up
DJIA,2019-08-23,25628.9,26252.24,2019-08-22,-623.34,-0.0237,DoD,0.01,down
DJIA,2019-08-26,25898.83,25628.9,2019-08-23,269.93,0.0105,DoD,0.01,up
DJIA,2019-08-28,26036.1,25777.9,2019-08-27,258.2,0.01,DoD,0.01,up
DJIA,2019-08-29,26362.25,26036.1,2019-08-28,326.15,0.0125,DoD,0.01,up
DJIA,2019-09-03,26118.02,26403.28,2019-08-30,-285.26,-0.0108,DoD,0.01,down
DJIA,2019-09-05,26728.15,26355.47,2019-09-04,372.68,0.0141,DoD,0.01,up
DJIA,2019-10-01,26573.04,26916.83,2019-09-30,-343.79,-0.0128,DoD,0.01,down
DJIA,2019-10-02,26078.62,26573.04,2019-10-01,-494.42,-0.0186,DoD,0.01,down
DJIA,2019-10-04,26573.72,26201.04,2019-10-03,372.68,0.0142,DoD,0.01,up
DJIA,2019-10-08,26164.04,26478.02,2019-10-07,-313.98,-0.0119,DoD,0.01,down
DJIA,2019-10-11,26816.59,26496.67,2019-10-10,319.92,0.0121,DoD,0.01,up
DJIA,2019-11-01,27347.36,27046.23,2019-10-31,301.13,0.0111,DoD,0.01,up
DJIA,2019-12-03,27502.81,27783.04,2019-12-02,-280.23,-0.0101,DoD,0.01,down
DJIA,2019-12-06,28015.06,27677.79,2019-12-05,337.27,0.0122,DoD,0.01,up
DJIA,2020-01-02,28868.8,28538.44,2019-12-31,330.36,0.0116,DoD,0.01,up
DJIA,2020-01-27,28535.8,28989.73,2020-01-24,-453.93,-0.0157,DoD,0.01,down
DJIA,2020-01-31,28256.03,28859.44,2020-01-30,-603.41,-0.0209,DoD,0.01,down
DJIA,2020-02-04,28807.63,28399.81,2020-02-03,407.82,0.0144,DoD,0.01,up
DJIA,2020-02-05,29290.85,28807.63,2020-02-04,483.22,0.0168,DoD,0.01,up
DJIA,2020-02-24,27960.8,28992.41,2020-02-21,-1031.61,-0.0356,DoD,0.01,down
DJIA,2020-02-25,27081.36,27960.8,2020-02-24,-879.44,-0.0315,DoD,0.01,down
DJIA,2020-02-25,27081.36,29232.19,2020-02-18,-2150.83,-0.0736,WoW,0.05,down
DJIA,2020-02-26,26957.59,29348.03,2020-02-19,-2390.44,-0.0815,WoW,0.05,down
DJIA,2020-02-27,25766.64,26957.59,2020-02-26,-1190.95,-0.0442,DoD,0.01,down
DJIA,2020-02-27,25766.64,29219.98,2020-02-20,-3453.34,-0.1182,WoW,0.05,down
DJIA,2020-02-28,25409.36,25766.64,2020-02-27,-357.28,-0.0139,DoD,0.01,down
DJIA,2020-02-28,25409.36,28992.41,2020-02-21,-3583.05,-0.1236,WoW,0.05,down
DJIA,2020-03-02,26703.32,25409.36,2020-02-28,1293.96,0.0509,DoD,0.01,up
DJIA,2020-03-03,25917.41,26703.32,2020-03-02,-785.91,-0.0294,DoD,0.01,down
DJIA,2020-03-04,27090.86,25917.41,2020-03-03,1173.45,0.0453,DoD,0.01,up
DJIA,2020-03-05,26121.28,27090.86,2020-03-04,-969.58,-0.0358,DoD,0.01,down
DJIA,2020-03-09,23851.02,25864.78,2020-03-06,-2013.76,-0.0779,DoD,0.01,down
DJIA,2020-03-09,23851.02,26703.32,2020-03-02,-2852.3,-0.1068,WoW,0.05,down
DJIA,2020-03-10,25018.16,23851.02,2020-03-09,1167.14,0.0489,DoD,0.01,up
DJIA,2020-03-11,23553.22,25018.16,2020-03-10,-1464.94,-0.0586,DoD,0.01,down
DJIA,2020-03-11,23553.22,27090.86,2020-03-04,-3537.64,-0.1306,WoW,0.05,down
DJIA,2020-03-12,21200.62,23553.22,2020-03-11,-2352.6,-0.0999,DoD,0.01,down
DJIA,2020-03-12,21200.62,26121.28,2020-03-05,-4920.66,-0.1884,WoW,0.05,down
DJIA,2020-03-13,23185.62,21200.62,2020-03-12,1985.0,0.0936,DoD,0.01,up
DJIA,2020-03-13,23185.62,25864.78,2020-03-06,-2679.16,-0.1036,WoW,0.05,down
DJIA,2020-03-16,20188.52,23185.62,2020-03-13,-2997.1,-0.1293,DoD,0.01,down
DJIA,2020-03-16,20188.52,23851.02,2020-03-09,-3662.5,-0.1536,WoW,0.05,down
DJIA,2020-03-17,21237.38,20188.52,2020-03-16,1048.86,0.052,DoD,0.01,up
DJIA,2020-03-17,21237.38,25018.16,2020-03-10,-3780.78,-0.1511,WoW,0.05,down
DJIA,2020-03-18,19898.92,21237.38,2020-03-17,-1338.46,-0.063,DoD,0.01,down
DJIA,2020-03-18,19898.92,23553.22,2020-03-11,-3654.3,-0.1552,WoW,0.05,down
DJIA,2020-03-19,20087.19,21200.62,2020-03-12,-1113.43,-0.0525,WoW,0.05,down
DJIA,2020-03-20,19173.98,20087.19,2020-03-19,-913.21,-0.0455,DoD,0.01,down
DJIA,2020-03-20,19173.98,23185.62,2020-03-13,-4011.64,-0.173,WoW,0.05,down
DJIA,2020-03-23,18591.93,19173.98,2020-03-20,-582.05,-0.0304,DoD,0.01,down
DJIA,2020-03-23,18591.93,20188.52,2020-03-16,-1596.59,-0.0791,WoW,0.05,down
DJIA,2020-03-24,20704.91,18591.93,2020-03-23,2112.98,0.1137,DoD,0.01,up
DJIA,2020-03-25,21200.55,20704.91,2020-03-24,495.64,0.0239,DoD,0.01,up
DJIA,2020-03-25,21200.55,19898.92,2020-03-18,1301.63,0.0654,WoW,0.05,up
DJIA,2020-03-26,22552.17,21200.55,2020-03-25,1351.62,0.0638,DoD,0.01,up
DJIA,2020-03-26,22552.17,20087.19,2020-03-19,2464.98,0.1227,WoW,0.05,up
DJIA,2020-03-27,21636.78,22552.17,2020-03-26,-915.39,-0.0406,DoD,0.01,down
DJIA,2020-03-27,21636.78,19173.98,2020-03-20,2462.8,0.1284,WoW,0.05,up
DJIA,2020-03-30,22327.48,21636.78,2020-03-27,690.7,0.0319,DoD,0.01,up
DJIA,2020-03-30,22327.48,18591.93,2020-03-23,3735.55,0.2009,WoW,0.05,up
DJIA,2020-03-31,21917.16,22327.48,2020-03-30,-410.32,-0.0184,DoD,0.01,down
DJIA,2020-03-31,21917.16,20704.91,2020-03-24,1212.25,0.0585,WoW,0.05,up
DJIA,2020-04-01,20943.51,21917.16,2020-03-31,-973.65,-0.0444,DoD,0.01,down
DJIA,2020-04-02,21413.44,20943.51,2020-04-01,469.93,0.0224,DoD,0.01,up
DJIA,2020-04-02,21413.44,22552.17,2020-03-26,-1138.73,-0.0505,WoW,0.05,down
DJIA,2020-04-03,21052.53,21413.44,2020-04-02,-360.91,-0.0169,DoD,0.01,down
DJIA,2020-04-06,22679.99,21052.53,2020-04-03,1627.46,0.0773,DoD,0.01,up
DJIA,2020-04-08,23433.57,22653.86,2020-04-07,779.71,0.0344,DoD,0.01,up
DJIA,2020-04-08,23433.57,20943.51,2020-04-01,2490.06,0.1189,WoW,0.05,up
DJIA,2020-04-09,23719.37,23433.57,2020-04-08,285.8,0.0122,DoD,0.01,up
DJIA,2020-04-09,23719.37,21413.44,2020-04-02,2305.93,0.1077,WoW,0.05,up
DJIA,2020-04-13,23390.77,23719.37,2020-04-09,-328.6,-0.0139,DoD,0.01,down
DJIA,2020-04-13,23390.77,21052.53,2020-04-03,2338.24,0.1111,WoW,0.05,up
DJIA,2020-04-14,23949.76,23390.77,2020-04-13,558.99,0.0239,DoD,0.01,up
DJIA,2020-04-14,23949.76,22679.99,2020-04-06,1269.77,0.056,WoW,0.05,up
DJIA,2020-04-15,23504.35,23949.76,2020-04-14,-445.41,-0.0186,DoD,0.01,down
DJIA,2020-04-17,24242.49,23537.68,2020-04-16,704.81,0.0299,DoD,0.01,up
DJIA,2020-04-20,23650.44,24242.49,2020-04-17,-592.05,-0.0244,DoD,0.01,down
DJIA,2020-04-21,23018.88,23650.44,2020-04-20,-631.56,-0.0267,DoD,0.01,down
DJIA,2020-04-22,23475.82,23018.88,2020-04-21,456.94,0.0199,DoD,0.01,up
DJIA,2020-04-24,23775.27,23515.26,2020-04-23,260.01,0.0111,DoD,0.01,up
DJIA,2020-04-27,24133.78,23775.27,2020-04-24,358.51,0.0151,DoD,0.01,up
DJIA,2020-04-29,24633.86,24101.55,2020-04-28,532.31,0.0221,DoD,0.01,up
DJIA,2020-04-30,24345.72,24633.86,2020-04-29,-288.14,-0.0117,DoD,0.01,down
DJIA,2020-05-01,23723.69,24345.72,2020-04-30,-622.03,-0.0255,DoD,0.01,down
DJIA,2020-05-08,24331.32,23875.89,2020-05-07,455.43,0.0191,DoD,0.01,up
DJIA,2020-05-12,23764.78,24221.99,2020-05-11,-457.21,-0.0189,DoD,0.01,down
DJIA,2020-05-13,23247.97,23764.78,2020-05-12,-516.81,-0.0217,DoD,0.01,down
DJIA,2020-05-14,23625.34,23247.97,2020-05-13,377.37,0.0162,DoD,0.01,up
DJIA,2020-05-18,24597.37,23685.42,2020-05-15,911.95,0.0385,DoD,0.01,up
DJIA,2020-05-19,24206.86,24597.37,2020-05-18,-390.51,-0.0159,DoD,0.01,down
DJIA,2020-05-20,24575.9,24206.86,2020-05-19,369.04,0.0152,DoD,0.01,up
DJIA,2020-05-20,24575.9,23247.97,2020-05-13,1327.93,0.0571,WoW,0.05,up
DJIA,2020-05-26,24995.11,24465.16,2020-05-22,529.95,0.0217,DoD,0.01,up
DJIA,2020-05-27,25548.27,24995.11,2020-05-26,553.16,0.0221,DoD,0.01,up
DJIA,2020-05-27,25548.27,24206.86,2020-05-19,1341.41,0.0554,WoW,0.05,up
DJIA,2020-06-02,25742.65,25475.02,2020-06-01,267.63,0.0105,DoD,0.01,up
DJIA,2020-06-03,26269.89,25742.65,2020-06-02,527.24,0.0205,DoD,0.01,up
DJIA,2020-06-05,27110.98,26281.82,2020-06-04,829.16,0.0315,DoD,0.01,up
DJIA,2020-06-05,27110.98,25383.11,2020-05-29,1727.87,0.0681,WoW,0.05,up
DJIA,2020-06-08,27572.44,27110.98,2020-06-05,461.46,0.017,DoD,0.01,up
DJIA,2020-06-08,27572.44,25475.02,2020-06-01,2097.42,0.0823,WoW,0.05,up
DJIA,2020-06-09,27272.3,27572.44,2020-06-08,-300.14,-0.0109,DoD,0.01,down
DJIA,2020-06-09,27272.3,25742.65,2020-06-02,1529.65,0.0594,WoW,0.05,up
DJIA,2020-06-10,26989.99,27272.3,2020-06-09,-282.31,-0.0104,DoD,0.01,down
DJIA,2020-06-11,25128.17,26989.99,2020-06-10,-1861.82,-0.069,DoD,0.01,down
DJIA,2020-06-12,25605.54,25128.17,2020-06-11,477.37,0.019,DoD,0.01,up
DJIA,2020-06-12,25605.54,27110.98,2020-06-05,-1505.44,-0.0555,WoW,0.05,down
DJIA,2020-06-15,25763.16,27572.44,2020-06-08,-1809.28,-0.0656,WoW,0.05,down
DJIA,2020-06-16,26289.98,25763.16,2020-06-15,526.82,0.0204,DoD,0.01,up
DJIA,2020-06-24,25445.94,26156.1,2020-06-23,-710.16,-0.0272,DoD,0.01,down
DJIA,2020-06-25,25745.6,25445.94,2020-06-24,299.66,0.0118,DoD,0.01,up
DJIA,2020-06-26,25015.55,25745.6,2020-06-25,-730.05,-0.0284,DoD,0.01,down
DJIA,2020-06-29,25595.8,25015.55,2020-06-26,580.25,0.0232,DoD,0.01,up
DJIA,2020-07-06,26287.03,25827.36,2020-07-02,459.67,0.0178,DoD,0.01,up
DJIA,2020-07-06,26287.03,25015.55,2020-06-26,1271.48,0.0508,WoW,0.05,up
DJIA,2020-07-07,25890.18,26287.03,2020-07-06,-396.85,-0.0151,DoD,0.01,down
DJIA,2020-07-09,25706.09,26067.28,2020-07-08,-361.19,-0.0139,DoD,0.01,down
DJIA,2020-07-10,26075.3,25706.09,2020-07-09,369.21,0.0144,DoD,0.01,up
DJIA,2020-07-14,26642.59,26085.8,2020-07-13,556.79,0.0213,DoD,0.01,up
DJIA,2020-07-23,26652.33,27005.84,2020-07-22,-353.51,-0.0131,DoD,0.01,down
DJIA,2020-08-05,27201.52,26828.47,2020-08-04,373.05,0.0139,DoD,0.01,up
DJIA,2020-08-10,27791.44,27433.48,2020-08-07,357.96,0.013,DoD,0.01,up
DJIA,2020-08-12,27976.84,27686.91,2020-08-11,289.93,0.0105,DoD,0.01,up
DJIA,2020-08-24,28308.46,27930.33,2020-08-21,378.13,0.0135,DoD,0.01,up
DJIA,2020-09-02,29100.5,28645.66,2020-09-01,454.84,0.0159,DoD,0.01,up
DJIA,2020-09-03,28292.73,29100.5,2020-09-02,-807.77,-0.0278,DoD,0.01,down
DJIA,2020-09-08,27500.89,28133.31,2020-09-04,-632.42,-0.0225,DoD,0.01,down
DJIA,2020-09-09,27940.47,27500.89,2020-09-08,439.58,0.016,DoD,0.01,up
DJIA,2020-09-10,27534.58,27940.47,2020-09-09,-405.89,-0.0145,DoD,0.01,down
DJIA,2020-09-10,27534.58,29100.5,2020-09-02,-1565.92,-0.0538,WoW,0.05,down
DJIA,2020-09-14,27993.33,27665.64,2020-09-11,327.69,0.0118,DoD,0.01,up
DJIA,2020-09-21,27147.7,27657.42,2020-09-18,-509.72,-0.0184,DoD,0.01,down
DJIA,2020-09-23,26763.13,27288.18,2020-09-22,-525.05,-0.0192,DoD,0.01,down
DJIA,2020-09-25,27173.96,26815.44,2020-09-24,358.52,0.0134,DoD,0.01,up
DJIA,2020-09-28,27584.06,27173.96,2020-09-25,410.1,0.0151,DoD,0.01,up
DJIA,2020-09-30,27781.7,27452.66,2020-09-29,329.04,0.012,DoD,0.01,up
DJIA,2020-10-05,28148.64,27682.81,2020-10-02,465.83,0.0168,DoD,0.01,up
DJIA,2020-10-06,27772.76,28148.64,2020-10-05,-375.88,-0.0134,DoD,0.01,down
DJIA,2020-10-07,28303.46,27772.76,2020-10-06,530.7,0.0191,DoD,0.01,up
DJIA,2020-10-19,28195.42,28606.31,2020-10-16,-410.89,-0.0144,DoD,0.01,down
DJIA,2020-10-26,27685.38,28335.57,2020-10-23,-650.19,-0.0229,DoD,0.01,down
DJIA,2020-10-28,26519.95,27463.19,2020-10-27,-943.24,-0.0343,DoD,0.01,down
DJIA,2020-10-28,26519.95,28210.82,2020-10-21,-1690.87,-0.0599,WoW,0.05,down
DJIA,2020-10-29,26659.11,28363.66,2020-10-22,-1704.55,-0.0601,WoW,0.05,down
DJIA,2020-10-30,26501.6,28335.57,2020-10-23,-1833.97,-0.0647,WoW,0.05,down
DJIA,2020-11-02,26925.05,26501.6,2020-10-30,423.45,0.016,DoD,0.01,up
DJIA,2020-11-03,27480.03,26925.05,2020-11-02,554.98,0.0206,DoD,0.01,up
DJIA,2020-11-04,27847.66,27480.03,2020-11-03,367.63,0.0134,DoD,0.01,up
DJIA,2020-11-04,27847.66,26519.95,2020-10-28,1327.71,0.0501,WoW,0.05,up
DJIA,2020-11-05,28390.18,27847.66,2020-11-04,542.52,0.0195,DoD,0.01,up
DJIA,2020-11-05,28390.18,26659.11,2020-10-29,1731.07,0.0649,WoW,0.05,up
DJIA,2020-11-06,28323.4,26501.6,2020-10-30,1821.8,0.0687,WoW,0.05,up
DJIA,2020-11-09,29157.97,28323.4,2020-11-06,834.57,0.0295,DoD,0.01,up
DJIA,2020-11-09,29157.97,26925.05,2020-11-02,2232.92,0.0829,WoW,0.05,up
DJIA,2020-11-10,29420.92,27480.03,2020-11-03,1940.89,0.0706,WoW,0.05,up
DJIA,2020-11-11,29397.63,27847.66,2020-11-04,1549.97,0.0557,WoW,0.05,up
DJIA,2020-11-12,29080.17,29397.63,2020-11-11,-317.46,-0.0108,DoD,0.01,down
DJIA,2020-11-13,29479.81,29080.17,2020-11-12,399.64,0.0137,DoD,0.01,up
DJIA,2020-11-16,29950.44,29479.81,2020-11-13,470.63,0.016,DoD,0.01,up
DJIA,2020-11-18,29438.42,29783.35,2020-11-17,-344.93,-0.0116,DoD,0.01,down
DJIA,2020-11-23,29591.27,29263.48,2020-11-20,327.79,0.0112,DoD,0.01,up
DJIA,2020-11-24,30046.24,29591.27,2020-11-23,454.97,0.0154,DoD,0.01,up
DJIA,2020-12-15,30199.31,29861.55,2020-12-14,337.76,0.0113,DoD,0.01,up
DJIA,2021-01-04,30223.89,30606.48,2020-12-31,-382.59,-0.0125,DoD,0.01,down
DJIA,2021-01-06,30829.4,30391.6,2021-01-05,437.8,0.0144,DoD,0.01,up
DJIA,2021-01-27,30303.17,30937.04,2021-01-26,-633.87,-0.0205,DoD,0.01,down
DJIA,2021-01-29,29982.62,30603.36,2021-01-28,-620.74,-0.0203,DoD,0.01,down
DJIA,2021-02-02,30687.48,30211.91,2021-02-01,475.57,0.0157,DoD,0.01,up
DJIA,2021-02-04,31055.86,30723.6,2021-02-03,332.26,0.0108,DoD,0.01,up
DJIA,2021-02-24,31961.86,31537.35,2021-02-23,424.51,0.0135,DoD,0.01,up
DJIA,2021-02-25,31402.01,31961.86,2021-02-24,-559.85,-0.0175,DoD,0.01,down
DJIA,2021-02-26,30932.37,31402.01,2021-02-25,-469.64,-0.015,DoD,0.01,down
DJIA,2021-03-01,31535.51,30932.37,2021-02-26,603.14,0.0195,DoD,0.01,up
DJIA,2021-03-04,30924.14,31270.09,2021-03-03,-345.95,-0.0111,DoD,0.01,down
DJIA,2021-03-05,31496.3,30924.14,2021-03-04,572.16,0.0185,DoD,0.01,up
DJIA,2021-03-10,32297.02,31832.74,2021-03-09,464.28,0.0146,DoD,0.01,up
DJIA,2021-03-11,32485.59,30924.14,2021-03-04,1561.45,0.0505,WoW,0.05,up
DJIA,2021-03-26,33072.88,32619.48,2021-03-25,453.4,0.0139,DoD,0.01,up
DJIA,2021-04-05,33527.19,33153.21,2021-04-01,373.98,0.0113,DoD,0.01,up
DJIA,2021-05-11,34269.16,34742.82,2021-05-10,-473.66,-0.0136,DoD,0.01,down
DJIA,2021-05-12,33587.66,34269.16,2021-05-11,-681.5,-0.0199,DoD,0.01,down
DJIA,2021-05-13,34021.45,33587.66,2021-05-12,433.79,0.0129,DoD,0.01,up
DJIA,2021-05-14,34382.13,34021.45,2021-05-13,360.68,0.0106,DoD,0.01,up
DJIA,2021-06-18,33290.08,33823.45,2021-06-17,-533.37,-0.0158,DoD,0.01,down
DJIA,2021-06-21,33876.97,33290.08,2021-06-18,586.89,0.0176,DoD,0.01,up
DJIA,2021-07-09,34870.16,34421.93,2021-07-08,448.23,0.013,DoD,0.01,up
DJIA,2021-07-19,33962.04,34687.85,2021-07-16,-725.81,-0.0209,DoD,0.01,down
DJIA,2021-07-20,34511.99,33962.04,2021-07-19,549.95,0.0162,DoD,0.01,up
DJIA,2021-08-18,34960.69,35343.28,2021-08-17,-382.59,-0.0108,DoD,0.01,down
DJIA,2021-09-20,33970.47,34584.88,2021-09-17,-614.41,-0.0178,DoD,0.01,down
DJIA,2021-09-23,34764.82,34258.32,2021-09-22,506.5,0.0148,DoD,0.01,up
DJIA,2021-09-28,34299.99,34869.37,2021-09-27,-569.38,-0.0163,DoD,0.01,down
DJIA,2021-09-30,33843.92,34390.72,2021-09-29,-546.8,-0.0159,DoD,0.01,down
DJIA,2021-10-01,34326.46,33843.92,2021-09-30,482.54,0.0143,DoD,0.01,up
DJIA,2021-10-14,34912.56,34377.81,2021-10-13,534.75,0.0156,DoD,0.01,up
DJIA,2021-10-15,35294.76,34912.56,2021-10-14,382.2,0.0109,DoD,0.01,up
DJIA,2021-11-26,34899.34,35804.38,2021-11-24,-905.04,-0.0253,DoD,0.01,down
DJIA,2021-11-30,34483.72,35135.94,2021-11-29,-652.22,-0.0186,DoD,0.01,down
DJIA,2021-12-01,34022.04,34483.72,2021-11-30,-461.68,-0.0134,DoD,0.01,down
